irn,DarGlobalUniqueIdentifier,AdmDateInserted,AdmDateModified,DarImageURL,DarIndividualCount,DarBasisOfRecord,DarLatitude,DarLongitude,DarCountry,DarContinent,DarContinentOcean,DarWaterBody,DarCollectionCode,DarEarliestAge,DarEarliestEon,DarEarliestEpoch,DarEarliestEra,DarEarliestPeriod,AttPeriod_tab,DesEthnicGroupSubgroup_tab,DesMaterials_tab,DarOrder,DarScientificName,ClaRank,ComName_tab,DarRelatedInformation,CatProject_tab,DarYearCollected,DarMonthCollected,EcbNameOfObject,CatLegalStatus,DarCatalogNumber,DarCollector,RecordType,TaxIDRank
211700,35da9404-4b3d-4d26-88d5-92357d01815c,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/24/275/2515.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dunalia angustifolia Dammer,Species,,Berlin Negatives,Berlin Negatives,1904,5,,NA,NA,A. Weberbauer,Catalog,Species
211701,25df6900-a0e3-4491-9f15-0bcdd524d762,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/24/276/2516.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dunalia besseri Dammer,Species,,Berlin Negatives,Berlin Negatives,1854,9,,NA,NA,Besser,Catalog,Species
211702,30621afd-b819-4f8a-bb00-15992ab67d32,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/36/144/2517.jpg,,Specimen,NA,NA,,SOUTH AMERICA,SOUTH AMERICA,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dunalia brachystemon A. Braun & Bouché,Species,,Berlin Negatives,Berlin Negatives,1851,NA,,NA,NA,NA,Catalog,Species
211703,ea85b7df-9eb2-4bef-b56e-acffcdfffcef,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/408/099/23053.jpg,,Specimen,NA,NA,,,,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dunalia cyanea Rouville ex Dunal,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,M. F. Dunal,Catalog,Species
211704,2b42afc6-a54a-4b96-8b9c-9bfcfd18e86f,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/37/767/2518.jpg,,Specimen,-1.4628,-78.1869,ECUADOR,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dunalia ferruginea Sodiro & Dammer,Species,,Berlin Negatives,Berlin Negatives,1871,8,,NA,NA,L. A. Sodiro,Catalog,Species
211705,bb28fc4f-ae43-4d8b-b7a1-aaa73aeb3058,2004-11-14,2015-03-07,http://fm-digital-assets.fieldmuseum.org/480/324/24711.jpg,,Specimen,-16.7261,-64.435,BOLIVIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Altensteinia marginata Rchb. f.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,G. Mandon,Catalog,Species
211706,746b0cc0-ddd8-4ed9-aa1a-24078b8b3a62,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/36/145/2519.jpg,,Specimen,-16.7261,-64.435,BOLIVIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dunalia hauthalii Dammer,Species,,Berlin Negatives,Berlin Negatives,1905,11,,NA,NA,R. Hauthal,Catalog,Species
211707,68561813-b934-4e0a-8363-efa16e62e120,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/36/146/2520.jpg,,Specimen,-16.7261,-64.435,BOLIVIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dunalia herzogii Dammer,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,T. C. J. Herzog,Catalog,Species
211708,b54499df-be99-4723-89c6-0c205c1e5143,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/24/277/2521.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dunalia obovata (Ruíz & Pav.) Dammer,Species,,Berlin Negatives,Berlin Negatives,1778,NA,,NA,NA,H. Ruíz L.,Catalog,Species
211709,05bc75d3-ce28-4106-9e78-3592f1db6b6f,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/24/278/2522.jpg,,Specimen,-16.7261,-64.435,BOLIVIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dunalia pflanzii Dammer,Species,,Berlin Negatives,Berlin Negatives,1910,2,,NA,NA,K. Pflanz,Catalog,Species
211710,bf096567-8a53-427e-9ed9-dba500c38558,2004-11-14,2015-03-06,,,Specimen,3.8811,-72.8667,COLOMBIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dunalia solanacea Kunth,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,F. W. H. A. von Humboldt & A. J. A. Bonpland,Catalog,Species
211711,d6cf886d-0a52-473c-aa10-45dee6be1cd8,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/24/279/2523.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dunalia spathulata (Ruíz & Pav.) A. Braun & Asch.,Species,,Berlin Negatives,Berlin Negatives,1787,NA,,NA,NA,H. Ruíz L.,Catalog,Species
211712,6709b4fd-6ff4-4d38-9ed3-9bb7533ceabe,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/24/280/2524.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dunalia spinosa (Meyen) Dammer,Species,,Berlin Negatives,Berlin Negatives,1831,4,,NA,NA,F. J. F. Meyen,Catalog,Species
211713,21d120fa-5ec4-4742-aab6-605e9d5492dc,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/24/281/2525.jpg,,Specimen,3.8811,-72.8667,COLOMBIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dunalia trianaei Dammer,Species,,Berlin Negatives,Berlin Negatives,1851,NA,,NA,NA,J. J. Triana,Catalog,Species
211714,fa81eb95-a377-4356-8f17-b19b96c32791,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/24/282/2526.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dunalia weberbaueri Dammer,Species,,Berlin Negatives,Berlin Negatives,1901,12,,NA,NA,A. Weberbauer,Catalog,Species
211715,e842f7ba-6634-470c-9508-e06d37db17fc,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/349/848/8206.jpg,,Specimen,23,-102,MEXICO,North America,North America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dunantia microcephala DC.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,T. P. X. Haenke,Catalog,Species
211716,1613e363-f44b-4860-b5c6-a4d00ad03093,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/33/650/18371.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Altensteinia pterostyloides (Kraenzl.) Schltdl.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,A. Weberbauer,Catalog,Species
211717,b134487f-9135-443f-a729-ce41ebfd5b38,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/369/478/30337.jpg,,Specimen,23,-102,MEXICO,North America,North America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Durandea pendula Sessé & Moc.,Species,,Negatives/Types,Negatives/Types,1787,NA,,NA,NA,M. Sessé & J. M. Mociño,Catalog,Species
211718,442229a8-f344-41eb-9b1d-7cfff887144f,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/32/901/17569.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Duranta coriacea Hayek,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,A. Weberbauer,Catalog,Species
211719,2a8f08cc-b7b6-4175-8663-19a2dc063a12,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/32/902/17570.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Duranta lineata Hayek,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,A. Weberbauer,Catalog,Species
211720,8c708693-1234-4d01-843b-9d34dc0b43b8,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/32/903/17571.jpg,,Specimen,-35.3869,-64.9208,ARGENTINA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Duranta lorentzii Griseb.,Species,,Berlin Negatives,Berlin Negatives,1872,3,,NA,NA,P. G. Lorentz,Catalog,Species
211721,b0717d2a-1671-4a78-ab0f-04d89cd73559,2004-11-14,2015-03-06,,,Specimen,23,-102,MEXICO,North America,North America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Duranta macrocarpa Kunth,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,F. W. H. A. von Humboldt & A. J. A. Bonpland,Catalog,Species
211722,6910afb4-1a93-4467-b011-e56933f32575,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/32/904/17572.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Duranta rupestris Hayek,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,A. Weberbauer,Catalog,Species
211723,720cedb9-7d60-449a-a851-40aaa87f9914,2004-11-14,2015-10-30,http://fm-digital-assets.fieldmuseum.org/1223/381/34314.jpg,,Specimen,-1.4628,-78.1869,ECUADOR,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Duranta sprucei Briq.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,R. Spruce,Catalog,Species
211724,23f6f3ce-b559-4e79-a888-78317c2bfbf7,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/32/905/17573.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Duranta tomentosa Hayek,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,A. Weberbauer,Catalog,Species
211725,1561f03f-c4a6-4f75-a40a-c47fff6e7f75,2004-11-14,2015-03-06,,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Duranta tomentosa Hayek,Species,,Negatives/Types,Negatives/Types,1778,NA,,NA,NA,H. Ruíz L. & J. A. Pavón,Catalog,Species
211726,ab9fee25-8d4c-46fa-8346-044fadeeee63,2004-11-14,2015-03-06,,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Duranta triacantha Juss.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,A. de Jussieu,Catalog,Species
211727,3e01c93a-4717-4b1e-9668-adf77701639d,2004-11-14,2017-03-24,http://fm-digital-assets.fieldmuseum.org/1541/816/25422.jpg,,Specimen,-1.4628,-78.1869,ECUADOR,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Altensteinia sceptrum Rchb. f.,Species,,Negatives/Types,Negatives/Types,1849,NA,,NA,NA,W. Jameson,Catalog,Species
211728,346024c5-31e0-46dc-a9a9-c3db9bfd99c0,2004-11-14,2015-03-06,,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Duroia duckei Huber,Species,,Negatives/Types,Negatives/Types,1926,12,,NA,NA,A. Ducke,Catalog,Species
211729,6c59cf02-1b20-4a91-9382-944723d38dfc,2004-11-14,2017-03-24,http://fm-digital-assets.fieldmuseum.org/1541/969/25571.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Duroia fusifera Hook. f. ex K. Schum.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,R. Spruce,Catalog,Species
211730,8c6c1691-8239-45f7-adcf-47e24c8c2aef,2004-11-14,2016-01-07,http://fm-digital-assets.fieldmuseum.org/1256/602/31099.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Duroia genipoides Hook. f. ex K. Schum.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,R. Spruce,Catalog,Species
211731,682de5cf-1d0f-427c-b470-23db48fd635b,2004-11-14,2015-03-06,,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Duroia longiflora Ducke,Species,,Negatives/Types,Negatives/Types,1926,12,,NA,NA,A. Ducke,Catalog,Species
211732,74ad0459-4697-4bdf-bda0-94110d73be47,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/21/773/336.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Duroia longifolia K. Schum.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,E. F. Poeppig,Catalog,Species
211733,1d3dee10-a58f-4ab7-afc5-af72733cf574,2004-11-14,2017-03-24,http://fm-digital-assets.fieldmuseum.org/1541/971/25573.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Duroia macrophylla Huber,Species,,Negatives/Types,Negatives/Types,1918,1,,NA,NA,A. Ducke,Catalog,Species
211734,55f45845-2c40-4d5a-a16c-e9d2dfa62089,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/21/771/334.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Duroia paraensis Ducke,Species,,Berlin Negatives,Berlin Negatives,1923,1,,NA,NA,A. Ducke,Catalog,Species
211735,c8bde25b-b3d6-4b93-ae64-37aaa7d5f6a4,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/21/774/337.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Duroia petiolaris Spruce ex K. Schum.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,R. Spruce,Catalog,Species
211736,2a249d7e-842b-496e-a8df-24932b86b063,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/21/772/335.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Duroia velutina Hook. f. ex K. Schum.,Species,,Berlin Negatives,Berlin Negatives,1851,11,,NA,NA,R. Spruce,Catalog,Species
211737,533ba9cb-e7ea-4216-b3fe-c66868b17af3,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/31/539/15738.jpg,,Specimen,-35.3869,-64.9208,ARGENTINA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dusenia patagonica O. Hoffm.,Species,,Berlin Negatives,Berlin Negatives,1895,11,,NA,NA,P. Dusén,Catalog,Species
211738,00f6848b-7af7-470b-adbd-571430f60c4a,2004-11-14,2015-03-07,http://fm-digital-assets.fieldmuseum.org/480/325/24712.jpg,,Specimen,-1.4628,-78.1869,ECUADOR,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Altensteinia virescens Lindl.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,K. T. Hartweg,Catalog,Species
211739,9807381a-58c5-427d-948a-46a13f4cbb7b,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/23/712/1895.jpg,,Specimen,3.8558,-52.9708,FRENCH GUIANA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dussia cayennensis Harms,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,Jos. Martin,Catalog,Species
211740,39c8cdc1-98e9-4628-801e-dd02d66e158b,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/23/713/1896.jpg,,Specimen,3.8811,-72.8667,COLOMBIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dussia lehmannii Harms,Species,,Berlin Negatives,Berlin Negatives,1898,11,,NA,NA,F. C. Lehmann,Catalog,Species
211741,0ae73bc9-b2e0-444c-9351-87930201dfed,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/23/715/1898.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dussia micranthera (Ducke) Harms,Species,,Berlin Negatives,Berlin Negatives,1902,12,,NA,NA,A. Weberbauer,Catalog,Species
211742,1ef6eaa8-4f9e-4b3e-825e-ad76c25fbef4,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/23/714/1897.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dussia tessmannii Harms,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,G. Tessmann,Catalog,Species
211743,545af2a7-4860-4d69-b89a-e2bea85939a6,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/355/017/8478.jpg,,Specimen,-23.2025,-58.1689,PARAGUAY,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dyckia affinis Baker,Species,,Negatives/Types,Negatives/Types,1874,5,,NA,NA,B. Balansa,Catalog,Species
211744,f356e1c7-ab00-42ef-bfd4-1e4c525f66d0,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/355/018/8447.jpg,,Specimen,-23.2025,-58.1689,PARAGUAY,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dyckia altissima Lindl.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,É. Hassler,Catalog,Species
211745,3e30f6a2-f014-4f6c-898d-95be56aea02f,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/27/680/11425.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dyckia altissima Lindl.,Species,,Berlin Negatives,Berlin Negatives,1887,7,,NA,NA,P. C. Hennings,Catalog,Species
211746,260a6a5f-b5e1-4fa3-aa83-5e8531fdef49,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/27/681/11426.jpg,,Specimen,-23.2025,-58.1689,PARAGUAY,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dyckia apensis Mez,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,K. Fiebrig,Catalog,Species
211747,e9f51af3-a2df-4e51-a5f4-a7032465fc65,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/27/682/11427.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dyckia argentea Mez,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,A. F. M. Glaziou,Catalog,Species
211748,0f8c1aeb-b54d-4200-8ada-3ff6364d7536,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/27/683/11428.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dyckia biflora Mez,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,A. F. M. Glaziou,Catalog,Species
211749,b14f1bc1-8a55-4818-bfa3-9f29f7e8e647,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/278/278/19106.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Alternanthera albida Griseb.,Species,,Negatives/Types,Negatives/Types,1874,NA,,NA,NA,P. G. Lorentz,Catalog,Species
211750,d39a418e-8543-4e41-9bf4-9fc2eba49aaf,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/37/595/11429.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dyckia cinerea Mez,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,A. F. M. Glaziou,Catalog,Species
211751,7d2fee89-e7a7-4546-a2be-5c3a11fa4779,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/37/596/11430.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dyckia coccinea Mez,Species,,Berlin Negatives,Berlin Negatives,1827,NA,,NA,NA,F. Sellow,Catalog,Species
211752,9be4d458-2f3d-4b89-b06b-a649b773b0cb,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/355/019/8439.jpg,,Specimen,-23.2025,-58.1689,PARAGUAY,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dyckia commixta Hassl.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,É. Hassler,Catalog,Species
211753,374752ab-0d7d-4567-a817-37be9749df87,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/232/157/8630.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dyckia dissitiflora Schult. f.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,C. F. P. Martius,Catalog,Species
211754,a54afa2b-58ce-4195-bb29-de5680cf5675,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/355/020/8442.jpg,,Specimen,-23.2025,-58.1689,PARAGUAY,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dyckia distachya Hassl.,Species,,Negatives/Types,Negatives/Types,1908,NA,,NA,NA,K. Fiebrig,Catalog,Species
211755,6bfaac21-ad6c-42d0-a14e-17fa07380233,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/36/613/11432.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dyckia elata Mez,Species,,Berlin Negatives,Berlin Negatives,1892,10,,NA,NA,C. A. W. Schwacke,Catalog,Species
211756,5aea546a-57b8-421c-abc6-a537bab71c00,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/355/021/8438.jpg,,Specimen,-23.2025,-58.1689,PARAGUAY,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dyckia ferox f. vulgaris Hassl.,Form,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,É. Hassler,Catalog,Species
211757,32ace134-9d2e-4124-940a-528997784c65,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/37/598/11433.jpg,,Specimen,-35.3869,-64.9208,ARGENTINA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dyckia floribunda Griseb.,Species,,Berlin Negatives,Berlin Negatives,1887,11,,NA,NA,G. H. E. W. Hieronymus,Catalog,Species
211758,daf53329-4126-4f32-bcc2-a4ef127d83fb,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/355/032/8479.jpg,,Specimen,-16.7261,-64.435,BOLIVIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dyckia gracilis Mez,Species,,Negatives/Types,Negatives/Types,1850,NA,,NA,NA,A. C. V. M. D. d'Orbigny,Catalog,Species
211759,ef4508d6-4494-473b-be06-8a2949af8719,2004-11-14,2015-12-07,http://fm-digital-assets.fieldmuseum.org/1246/311/29967.jpg,,Specimen,-16.7261,-64.435,BOLIVIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dyckia gracilis Mez,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,A. C. V. M. D. d'Orbigny,Catalog,Species
211760,ba065de1-0cc3-415d-b498-a7388b6f37d9,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/24/868/3269.jpg,,Specimen,18.2761,-66.3242,PUERTO RICO,Caribbean,Caribbean,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Alternanthera argentata Moq.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,F. W. H. A. von Humboldt,Catalog,Species
211761,385bca2d-9b89-4ff0-8c3b-9838de3b0fb7,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/36/614/11434.jpg,,Specimen,-23.2025,-58.1689,PARAGUAY,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dyckia grandiflora Mez,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,K. Fiebrig,Catalog,Species
211762,26769eb7-7edb-4a07-8ea5-e55ecad6daff,2004-11-14,2017-02-23,http://fm-digital-assets.fieldmuseum.org/1527/386/25272.jpg,,Specimen,-23.2025,-58.1689,PARAGUAY,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dyckia hamosa Mez,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,,,Catalog,Species
211763,bd7bd986-1919-4156-ac8e-e04428554874,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/355/022/8444.jpg,,Specimen,-23.2025,-58.1689,PARAGUAY,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dyckia hassleri Mez,Species,,Negatives/Types,Negatives/Types,1898,9,,NA,NA,É. Hassler,Catalog,Species
211764,e263dbb4-9f74-431c-8cef-47f3ffee267b,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/355/023/8445.jpg,,Specimen,-23.2025,-58.1689,PARAGUAY,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dyckia hassleri var. bisispina Hassl.,Variety,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,T. Rojas,Catalog,Species
211765,cc96621c-9beb-431f-9d86-ec4a8a46d732,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/36/615/11435.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dyckia horridula Mez,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,A. F. M. Glaziou,Catalog,Species
211766,0bafbf92-c194-4c5f-b58e-4706bcaec175,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/355/024/8448.jpg,,Specimen,-23.2025,-58.1689,PARAGUAY,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Dyckia insignis Hassl.,Species,,Negatives/Types,Negatives/Types,1908,NA,,NA,NA,K. Fiebrig,Catalog,Species
